PRVDR_NUM_MOD,PRVDR_CTGRY_SBTYP_CD,PRVDR_CTGRY_CD,CITY_NAME,FAC_NAME,STATE_CD,ST_ADR,PHNE_NUM,PGM_TRMNTN_CD,ZIP_CD,FIPS_CNTY_CD,BED_CNT,FAX_PHNE_NUM,MDCD_MDCR_PRTCPTG_PRVDR_SW,MLT_FAC_ORG_NAME,MLT_OWND_FAC_ORG_SW,DCTD_ER_SRVC_CD,SHCK_TRMA_SRVC_CD,EMPLEE_CNT,URGNT_CARE_SRVC_CD,PHYSN_CNTRCTR_SW,LAB_SRVC_CD,DGNSTC_XRAY_ONST_NRSDNT_SW,PED_SRVC_CD,PHRMCY_SRVC_CD,PED_ICU_SRVC_CD,LATITUDE,LONGITUDE
'230069',1,1,HOWELL,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,MI,620 BYRON RD,5175456000,0,48843,93,136,5175456192,Y,,,3,0,,0,,,,1,1,0,42.615389,-83.94139
'230070',1,1,SAGINAW,COVENANT MEDICAL CENTER INC,MI,1447 N HARRISON,9895834000,0,48602,145,623,9895832727,Y,,,1,0,,1,,,,1,1,1,43.420039,-83.949036
'230071',1,1,SOUTHFIELD,STRAITH HOSPITAL FOR SPECIAL SURGERY,MI,23901 LAHSER,2483573360,0,48033,125,34,2483570915,Y,,,0,0,,0,,,,0,0,0,42.4646,-83.261523
'230072',1,1,HOLLAND,HOLLAND COMMUNITY HOSPITAL,MI,602 MICHIGAN AVE,6163925141,0,49423,139,193,6163943477,Y,,,1,0,,1,,,,1,1,0,42.774949,-86.112684
'230075',1,1,BATTLE CREEK,BRONSON BATTLE CREEK HOSPITAL,MI,300 NORTH AVENUE,2699668000,0,49017,25,204,2699668008,Y,,,1,2,,1,,,,1,1,0,42.319255,-85.182427
'230077',1,1,SAGINAW,ST MARY'S OF MICHIGAN MEDICAL CENTER,MI,800 S WASHINGTON AVENUE,9897768000,0,48601,145,268,9897761704,Y,,,1,1,,1,,,,0,1,0,43.424724,-83.938888
'230078',1,1,WATERVLIET,LAKELAND COMMUNITY HOSPITAL WATERVLIET,MI,400 MEDICAL PARK DR,2694633111,0,49098,21,62,2694635550,Y,,,1,0,,0,,,,1,2,0,42.186705,-86.260578
'230080',1,1,MOUNT PLEASANT,MCLAREN CENTRAL MICHIGAN,MI,1221 SOUTH DRIVE,9897726700,0,48858,73,151,9897721150,Y,,,1,3,,1,,,,1,1,0,43.598645,-84.76061
'230081',1,1,CADILLAC,MUNSON HEALTHCARE CADILLAC HOSPITAL,MI,400 HOBART ST,2318767200,0,49601,165,117,2318767239,Y,,,2,0,,0,,,,1,1,0,44.246237,-85.390437
'230085',1,1,SOUTH HAVEN,SOUTH HAVEN COMMUNITY HOSPITAL,MI,955 S BAILEY AVE,2696375271,0,49090,159,82,2696392818,Y,,,3,0,,0,,,,1,1,0,42.403087,-86.273641
'230089',1,1,GROSSE POINTE,BEAUMONT HOSPITAL GROSSE POINTE,MI,468 CADIEUX RD,3133431000,0,48230,163,311,3133431509,Y,,,1,0,,0,,,,1,1,0,42.386149,-82.911859
'230092',1,1,JACKSON,ALLEGIANCE HEALTH,MI,205 N EAST AVE,5177884800,0,49201,75,412,5177884829,Y,,,2,0,,2,,,,1,1,0,32.410438,-90.162065
'230093',1,1,BIG RAPIDS,SPECTRUM HEALTH BIG RAPIDS HOSPITAL,MI,605 OAK STREET,2317968691,0,49307,107,74,2315924421,Y,,,1,0,,0,,,,1,1,0,43.69503,-85.474451
'230095',1,1,WEST BRANCH,WEST BRANCH REGIONAL MEDICAL CENTER,MI,2463 SOUTH M-30,9893456366,0,48661,129,88,9893433113,Y,,,3,0,,0,,,,1,1,0,44.276408,-84.238613
'230096',1,1,STURGIS,STURGIS HOSPITAL,MI,916 MYRTLE AVE,2696517824,0,49091,149,94,2696594493,Y,,,2,0,,0,,,,1,1,0,41.794902,-85.407238
'230097',1,1,TRAVERSE CITY,MUNSON MEDICAL CENTER,MI,1105 SIXTH STREET,2319355000,0,49684,55,377,2319356548,Y,,,1,1,,1,,,,1,1,0,44.760906,-85.642541
'230099',1,1,MONROE,PROMEDICA MONROE REGIONAL HOSPITAL,MI,718 N MACOMB ST,7342408400,0,48162,115,217,7342404424,Y,,,3,0,,0,,,,1,1,0,41.924612,-83.388094
'230100',1,1,TAWAS CITY,TAWAS ST JOSEPH HOSPITAL,MI,200 HEMLOCK,9893629301,0,48764,69,60,5173627277,Y,,,3,0,,0,,,,1,1,0,44.275246,-83.509683
'230104',1,1,DETROIT,HARPER UNIVERSITY HOSPITAL,MI,3990 JOHN R STREET,3137456211,0,48201,163,712,3137451520,Y,,,1,0,,1,,,,3,1,0,42.350854,-83.057485
'230105',1,1,PETOSKEY,MCLAREN - NORTHERN MICHIGAN,MI,416 CONNABLE AVE,2314874000,0,49770,47,243,2314874552,Y,,,1,0,,0,,,,1,1,0,45.37292,-84.97083
'230108',1,1,HANCOCK,PORTAGE HEALTH,MI,500 CAMPUS DRIVE,9064831000,0,49930,61,36,9064831521,Y,,,1,0,,0,,,,1,1,0,47.139951,-88.586805
'230110',1,1,LUDINGTON,MEMORIAL MEDICAL CENTER OF WEST MICHIGAN,MI,1 N ATKINSON DRIVE,2318432591,0,49431,105,81,2318453607,Y,,,1,0,,1,,,,1,1,0,43.958398,-86.430486
'230117',1,1,KALAMAZOO,BORGESS MEDICAL CENTER,MI,1521 GULL ROAD,2692267000,0,49048,77,372,2692267396,Y,,,1,1,,0,,,,1,1,0,42.30784,-85.559818
'230118',1,1,BAD AXE,HURON MEDICAL CENTER,MI,1100 SOUTH VAN DYKE ROAD,9892699521,0,48413,63,64,9892695260,Y,,,1,0,,1,,,,3,3,0,43.801959,-83.000777
'230121',1,1,OWOSSO,MEMORIAL HEALTHCARE,MI,826 WEST KING STREET,9897235211,0,48867,155,115,9897257902,Y,,,1,0,,0,,,,1,1,0,43.005133,-84.181039
'230125',1,1,BERRIEN CENTER,BERRIEN GENERAL HOSPITAL,MI,6418 DEANS HILL RD,6164717761,0,49102,21,55,,Y,,,1,1,,0,,,,1,1,0,41.955414,-86.301605
'230130',1,1,ROYAL OAK,BEAUMONT HOSPITAL ROYAL OAK,MI,3601 W THIRTEEN MILE RD,2488985000,0,48073,125,1031,2488985418,Y,,,1,1,,1,,,,1,3,1,42.48948,-83.144648
'230132',1,1,FLINT,HURLEY MEDICAL CENTER,MI,ONE HURLEY PLAZA,8102579000,0,48503,49,383,8102579003,Y,,,1,1,,1,,,,1,1,1,43.017177,-83.723602
'230133',1,1,GAYLORD,OTSEGO MEMORIAL HOSPITAL,MI,825 N CENTER AVE,9897312100,0,49735,137,53,9897312217,Y,,,1,0,,0,,,,1,1,0,45.035297,-84.675526
'230141',1,1,FLINT,MCLAREN FLINT,MI,401 S BALLENGER HIGHWAY,8103422000,0,48532,49,368,8103422428,Y,,,3,1,,0,,,,0,3,0,43.013852,-83.732617
'230142',1,1,WAYNE,OAKWOOD HOSPITAL - WAYNE,MI,33155 ANNAPOLIS AVE,7344674175,0,48184,163,259,7344674017,Y,,,1,0,,0,,,,1,1,0,42.281427,-83.386321
'230144',1,1,YPSILANTI,FOREST HEALTH MEDICAL CENTER,MI,135 S PROSPECT ST,7345474700,0,48198,161,148,7435474795,Y,,,1,0,,0,,,,1,1,0,42.238575,-83.601815
'230146',1,1,WYANDOTTE,HENRY FORD WYANDOTTE HOSPITAL,MI,2333 BIDDLE AVE,7342466000,0,48192,163,345,7342468860,Y,,,3,0,,0,,,,3,1,0,42.210659,-83.148922
'230151',1,1,FARMINGTON HILLS,BOTSFORD HOSPITAL,MI,28050 GRAND RIVER AVENUE,2484718000,0,48336,125,305,2484718807,Y,,,3,0,,1,,,,1,1,0,42.446432,-83.323021
'230156',1,1,ANN ARBOR,ST JOSEPH MERCY HOSPITAL,MI,5301 E HURON RIVER DR,7347123456,0,48106,161,505,7347125459,Y,,,1,0,,0,,,,1,1,0,42.265152,-83.683074
'230165',1,1,DETROIT,ST JOHN HOSPITAL AND MEDICAL CENTER,MI,22101 MOROSS RD,3133434000,0,48236,163,625,3133437533,Y,,,1,1,,1,,,,1,1,1,42.419472,-82.913222
'230167',1,1,LANSING,MCLAREN - GREATER LANSING,MI,401 W GREENLAWN AVE,5179756000,0,48910,65,363,5179757560,Y,,,3,0,,1,,,,1,1,1,42.704959,-84.55757
'230174',1,1,GRAND HAVEN,NORTH OTTAWA COMMUNITY HEALTH CENTER,MI,1309 SHELDON RD,6168423600,0,49417,139,81,6168475621,Y,,,1,0,,0,,,,1,1,0,43.050681,-86.228028
'230176',1,1,TRENTON,OAKWOOD HOSPITAL - SOUTHSHORE,MI,5450 FORT STREET,7346713800,0,48183,163,195,7346713891,Y,,,1,0,,0,,,,1,1,0,42.13644,-83.194265
'230180',1,1,CLARE,MIDMICHIGAN MEDICAL CENTER-CLARE,MI,703 N MCEWAN ST,9898025000,0,48617,35,64,9898028800,Y,,,3,0,,0,,,,1,2,0,43.81947,-84.768628
'230193',1,1,LAPEER,MCLAREN LAPEER REGION,MI,1375 N MAIN ST,8106675500,0,48446,87,183,8106675524,Y,,,3,0,,0,,,,1,3,0,43.058857,-83.31908
'230195',1,1,WARREN,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,MI,11800 EAST TWELVE MILE ROAD,5865735000,0,48093,99,348,5865735541,Y,,,1,0,,0,,,,0,1,0,42.477536,-83.0277
'230197',1,1,GRAND BLANC,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,MI,ONE GENESYS PARKWAY,8106065000,0,48439,49,410,8106066605,Y,,,1,1,,0,,,,1,1,0,42.927528,-83.629952
'230207',1,1,PONTIAC,MCLAREN OAKLAND,MI,50 NORTH PERRY,2483385000,0,48342,125,308,2483385667,Y,,,3,3,,0,,,,0,1,0,42.638922,-83.291047
'230208',1,1,CARSON CITY,CARSON CITY HOSPITAL,MI,406 EAST ELM ST,9895843131,0,48811,117,103,9895843163,Y,,,1,0,,0,,,,1,1,0,43.175896,-84.84176
'230216',1,1,PORT HURON,PORT HURON HOSPITAL,MI,1221 PINE GROVE AVE,8109875000,0,48060,147,163,8109852675,Y,,,1,0,,1,,,,1,1,0,42.987854,-82.429782
'230217',1,1,MARSHALL,OAKLAWN HOSPITAL,MI,200 N MADISON,2697814271,0,49068,25,94,2697817117,Y,,,1,0,,0,,,,1,1,0,42.272036,-84.957764
'230222',1,1,MIDLAND,MIDMICHIGAN MEDICAL CENTER-MIDLAND,MI,4000 WELLNESS DRIVE,9898393000,0,48670,111,230,9898393528,Y,,,1,0,,0,,,,1,1,0,43.63503,-84.260453
'230227',1,1,MOUNT CLEMENS,MCLAREN MACOMB,MI,1000 HARRINGTON BLVD,5864938000,0,48043,99,288,5864938700,Y,,,1,0,,1,,,,1,1,0,42.597256,-82.877975
'230230',1,1,LANSING,EDWARD W SPARROW HOSPITAL,MI,1215 E MICHIGAN AVENUE,5173641000,0,48912,65,617,5173646009,Y,,,1,1,,0,,,,1,1,0,42.733672,-84.534944
'230236',1,1,WYOMING,METRO HEALTH HOSPITAL,MI,5900 BYRON CENTER AVENUE SW,6162527200,0,49519,81,208,6162520788,Y,,,3,0,,0,,,,1,1,0,42.857365,-85.717486
'230239',1,1,SAULT SAINTE MARIE,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,MI,500 OSBORN BLVD,9066354460,0,49783,33,82,9066354467,Y,,,3,0,,3,,,,3,1,1,46.497541,-84.351505
'230241',1,1,EAST CHINA,ST JOHN RIVER DISTRICT HOSPITAL,MI,4100 RIVER RD,8103297111,0,48054,147,68,8103298920,Y,,,3,0,,0,,,,1,1,0,43.621196,-84.682435
'230244',1,1,GARDEN CITY,GARDEN CITY HOSPITAL,MI,6245 INKSTER RD,7344213300,0,48135,163,323,7344213530,Y,,,3,0,,0,,,,1,1,0,42.325593,-83.331042
'230254',1,1,ROCHESTER,CRITTENTON HOSPITAL MEDICAL CENTER,MI,1101 W UNIVERSITY DRIVE,2486525000,0,48307,125,290,2486525424,Y,,,3,0,,0,,,,1,3,0,42.678521,-83.14916
'230259',1,1,CHELSEA,ST JOSEPH MERCY CHELSEA,MI,775 S MAIN ST,7344753911,0,48118,161,83,7344754066,Y,,,1,0,,0,,,,1,1,0,42.310339,-84.015888
'230264',1,1,WARREN,SOUTHEAST MICHIGAN SURGICAL HOSPITAL,MI,21230 DEQUINDRE ROAD,5864271000,0,48091,99,20,5867590237,Y,,,0,0,,0,,,,0,3,0,42.477536,-83.0277
'230269',1,1,TROY,BEAUMONT HOSPITAL TROY,MI,44201 DEQUINDRE ROAD,2489648800,0,48085,125,254,2489648842,Y,,,1,0,,0,,,,1,0,1,42.563843,-83.088776
'230270',1,1,TAYLOR,OAKWOOD HOSPITAL - TAYLOR,MI,10000 TELEGRAPH ROAD,3132955253,0,48180,163,163,3132955085,Y,,,1,0,,0,,,,1,1,0,42.237076,-83.269924
'230273',1,1,DETROIT,DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER,MI,4201 ST ANTOINE ST - 3M,3137453104,0,48201,163,320,3139667206,Y,,,1,1,,1,,,,0,1,0,42.348664,-83.056737
'230275',1,1,SAGINAW,HEALTHSOURCE SAGINAW,MI,3340 HOSPITAL ROAD,9897907888,0,48603,145,278,9897909297,Y,,,2,2,,0,,,,2,1,0,43.454812,-84.050137
'230277',1,1,COMMERCE TOWNSHIP,HURON VALLEY-SINAI HOSPITAL,MI,ONE WILLIAM CARLS DRIVE,2489373370,0,48382,125,153,2489373378,Y,,,1,0,,0,,,,1,1,0,42.569521,-83.49969
'230279',1,1,BRIGHTON,BRIGHTON HOSPITAL,MI,12851 GRAND RIVER RD,8102271211,0,48116,93,63,8102271869,Y,,,0,0,,0,,,,0,2,0,42.531676,-83.784449
'230297',1,1,DETROIT,KARMANOS CANCER CENTER,MI,4100 JOHN R,8005766266,0,48201,163,123,3135768661,Y,,,0,0,,0,,,,0,1,0,42.348664,-83.056737
'230301',1,1,SOUTHFIELD,OAKLAND REGIONAL HOSPITAL,MI,22401 FOSTER WINTER DRIVE,2484235100,0,48075,125,45,2484231467,Y,,,0,0,,0,,,,0,3,0,42.457328,-83.202554
'230302',1,1,WEST BLOOMFIELD,HENRY FORD WEST BLOOMFIELD HOSPITAL,MI,6777 WEST MAPLE ROAD,2483251000,0,48322,125,191,2486616494,Y,,,1,0,,0,,,,1,1,0,43.621196,-84.682435
'230303',1,1,MANISTEE,WEST SHORE MEDICAL CENTER,MI,1465 E PARKDALE AVE,2313981000,0,49660,101,25,2313981098,Y,,,1,0,,0,,,,1,1,0,44.271362,-86.274838
'230304',1,1,PONTIAC,PIONEER SPECIALTY HOSPITAL,MI,50 NORTH PERRY,2485931990,0,48342,125,30,,Y,,,0,0,,0,,,,0,3,0,42.638922,-83.291047
'231300',11,1,FRANKFORT,PAUL OLIVER MEMORIAL HOSPITAL,MI,224 PARK AVENUE,2313522200,0,49635,19,8,2313526141,Y,,,3,0,,0,,,,0,2,0,44.636832,-86.242388
'231301',11,1,KALKASKA,KALKASKA MEMORIAL HEALTH CENTER,MI,419 S CORAL,2312587500,0,49646,79,8,2312587527,Y,,,1,0,,1,,,,0,3,0,44.734173,-85.175887
'231303',11,1,MANISTIQUE,SCHOOLCRAFT MEMORIAL HOSPITAL,MI,7870W US HIGHWAY 2,9063413200,0,49854,153,25,9063413297,Y,,,1,0,,0,,,,1,1,0,45.957751,-86.246252
'231304',11,1,NEWBERRY,HELEN NEWBERRY JOY HOSPITAL,MI,502 W HARRIE ST,9062939200,0,49868,95,25,9062939208,Y,,,1,0,,0,,,,1,1,0,46.353262,-85.515456
'231305',11,1,STANDISH,SAINT MARY'S STANDISH COMMUNITY HOSPITAL,MI,805 W CEDAR ST,5178464521,0,48658,11,25,9898463549,Y,,,3,0,,0,,,,0,1,0,43.981438,-83.969065
'231306',11,1,SAINT IGNACE,MACKINAC STRAITS HOSPITAL AND HEALTH CENTER,MI,1140 N STATE STREET,9066438585,0,49781,97,15,9066430373,Y,,,1,0,,1,,,,0,1,0,45.890683,-84.728961
'231307',11,1,L' ANSE,BARAGA COUNTY MEMORIAL HOSPITAL,MI,18341 US HIGHWAY 41,9065243300,0,49946,13,24,9065245466,Y,,,3,0,,3,,,,1,1,0,43.621196,-84.682435
'231308',11,1,MUNISING,MUNISING MEMORIAL HOSPITAL,MI,1500 SAND POINT RD,9063874110,0,49862,3,25,9063874649,Y,,,1,0,,0,,,,1,2,0,46.42516,-86.625267
'231309',11,1,ONTONAGON,ASPIRUS ONTONAGON HOSPITAL INC,MI,601 S SEVENTH ST,9068848000,0,49953,131,25,9068844384,Y,,,1,1,,0,,,,0,1,0,46.871053,-89.31403
'231310',11,1,PIGEON,SCHEURER HOSPITAL,MI,170 N CASEVILLE RD,9894533223,0,48755,63,25,9894534451,Y,,,1,0,,0,,,,1,1,0,43.830338,-83.270837
'231311',11,1,DECKERVILLE,DECKERVILLE COMMUNITY HOSPITAL,MI,3559 PINE ST,8103762835,0,48427,151,15,8103764978,Y,,,1,0,,1,,,,1,3,0,43.527924,-82.733899
'231312',11,1,SHERIDAN,SHERIDAN COMMUNITY HOSPITAL,MI,301 N MAIN ST,9892913261,0,48884,117,25,9892913062,Y,,,1,0,,0,,,,0,3,0,43.215795,-85.07364
'231313',11,1,HARBOR BEACH,HARBOR BEACH COMMUNITY HOSPITAL,MI,210 S FIRST ST,9894793201,0,48441,63,17,9894795003,Y,,,1,0,,1,,,,0,2,0,43.844737,-82.651319
'231314',11,1,SANDUSKY,MCKENZIE HEALTH SYSTEM,MI,120 N DELAWARE STREET,8106483770,0,48471,151,25,8106485058,Y,,,2,0,,0,,,,1,1,0,43.423002,-82.832888
'231315',11,1,DOWAGIAC,BORGESS-LEE MEMORIAL HOSPITAL,MI,420 W HIGH STREET,2697828681,0,49047,27,25,2697833097,Y,,,3,0,,0,,,,1,1,0,41.983397,-86.115392
'231316',11,1,CASS CITY,HILLS & DALES GENERAL HOSPITAL,MI,4675 HILL STREET,9898722121,0,48726,157,25,9898725376,Y,,,3,0,,1,,,,3,3,0,43.604348,-83.181282
'231317',11,1,LAKEVIEW,SPECTRUM HEALTH KELSEY HOSPITAL,MI,418 WASHINGTON,9893527211,0,48850,117,25,9893526435,Y,,,3,0,,0,,,,0,1,0,43.440104,-85.276728
'231318',11,1,IRON RIVER,NORTHSTAR HEALTH SYSTEM,MI,1400 W ICE LAKE ROAD,9062656121,0,49935,71,25,9062650741,Y,,,3,0,,0,,,,0,1,1,46.099876,-88.61924
'231319',11,1,LAURIUM,ASPIRUS KEWEENAW HOSPITAL,MI,205 OSCEOLA,9063376500,0,49913,61,25,9063376540,Y,,,1,0,,0,,,,1,1,0,47.238889,-88.443333
'231320',11,1,SHELBY,MERCY HEALTH LAKESHORE CAMPUS,MI,72 SOUTH STATE STREET,2318612156,0,49455,127,24,2318613028,Y,,,1,0,,0,,,,1,1,0,43.60705,-86.364514
'231321',11,1,ISHPEMING,BELL HOSPITAL,MI,901 LAKESHORE DRIVE,9064864431,0,49849,103,25,9064866898,Y,,,1,0,,0,,,,1,1,0,46.505197,-87.68433
'231322',11,1,CHARLEVOIX,CHARLEVOIX AREA HOSPITAL,MI,14700 LAKESHORE DRIVE,2315474024,0,49720,29,25,2315478080,Y,,,1,0,,0,,,,1,1,0,45.206769,-85.387035
'231323',11,1,REED CITY,SPECTRUM HEALTH REED CITY HOSPITAL,MI,300 N PATTERSON PO BOX 75,2318323271,0,49677,133,25,2318321817,Y,,,1,0,,0,,,,2,0,1,43.875017,-85.51005
'231324',11,1,EATON RAPIDS,EATON RAPIDS MEDICAL CENTER,MI,1500 S MAIN STREET,5176632671,0,48827,45,25,5176632472,Y,,,1,0,,0,,,,1,3,0,42.496701,-84.65738
'231325',11,1,GLADWIN,MIDMICHIGAN MEDICAL CENTER-GLADWIN,MI,515 QUARTER STREET,9894269286,0,48624,51,25,9892466400,Y,,,1,2,,1,,,,1,2,0,43.976136,-84.493946
'231326',11,1,SAINT JOHNS,SPARROW CLINTON HOSPITAL,MI,805 S OAKLAND,9892246881,0,48879,37,25,9892248744,Y,,,1,0,,0,,,,1,1,0,43.000928,-84.55851
'231327',11,1,CHARLOTTE,HAYES GREEN BEACH MEMORIAL HOSPITAL,MI,321 E HARRIS STREET,5175431050,0,48813,45,25,5175410875,Y,,,1,0,,1,,,,1,1,0,42.564965,-84.831463
'231328',11,1,ALLEGAN,ALLEGAN GENERAL HOSPITAL,MI,555 LINN STREET,2696864101,0,49010,5,25,2696738179,Y,,,1,0,,0,,,,1,1,0,42.52141,-85.856338
'231329',11,1,CARO,CARO COMMUNITY HOSPITAL,MI,401 N HOOPER STREET,9896733141,0,48723,157,25,9896738471,Y,,,1,0,,0,,,,1,1,0,43.493238,-83.408191
'231330',11,1,MARLETTE,MARLETTE REGIONAL HOSPITAL,MI,2770 MAIN STREET,9896354000,0,48453,151,25,9896355358,Y,,,1,0,,0,,,,1,2,0,43.330317,-83.080063
'231331',11,1,IONIA,SPARROW IONIA HOSPITAL,MI,520 E WASHINGTON STREET,6165274200,0,48846,67,25,6165275731,Y,,,1,0,,1,,,,1,1,2,42.984766,-85.051209
'231332',11,1,PAW PAW,BRONSON LAKEVIEW HOSPITAL,MI,408 HAZEN STREET,2696571400,0,49079,159,25,2696572278,Y,,,1,0,,1,,,,1,1,0,42.221164,-85.897042
'231333',11,1,IRONWOOD,ASPIRUS GRAND VIEW HOSPITAL,MI,N10561 GRAND VIEW LANE,9069322525,0,49938,53,25,9069322290,Y,,,3,0,,1,,,,1,1,1,46.454571,-90.168582
'231334',11,1,TECUMSEH,PROMEDICA HERRICK HOSPITAL,MI,500 E POTTAWATAMIE STREET,5174243000,0,49286,91,25,5174243916,Y,,,3,0,,0,,,,1,1,0,42.002189,-83.93703
'231337',11,1,ESCANABA,ST FRANCIS HOSPITAL,MI,3401 LUDINGTON ST,9067863311,0,49829,41,25,9067864004,Y,,,3,0,,1,,,,0,1,0,45.742775,-87.096026
'231338',11,1,FREMONT,SPECTRUM HEALTH GERBER MEMORIAL,MI,212 S SULLIVAN ST,2319243300,0,49412,123,61,2319241320,Y,,,1,0,,0,,,,1,1,0,43.467517,-85.942001
'232012',2,1,FLINT,SELECT SPECIALTY HOSPITAL-FLINT,MI,401 S BALLENGER 5TH FLOOR,8103424550,0,48532,49,36,8103424517,Y,,,0,0,,0,,,,0,1,0,43.017177,-83.723602
'232019',2,1,LINCOLN PARK,VIBRA OF SOUTHEASTERN MICHIGAN,MI,26400 W OUTER DRIVE,3135946000,0,48146,163,220,3135946252,Y,,,0,0,,0,,,,0,1,0,42.261974,-83.167005
'232020',2,1,BAY CITY,MCLAREN BAY SPECIAL CARE HOSPITAL,MI,3250 E MIDLAND RD SUITE 1,9896676802,0,48706,17,31,9896676809,Y,,,0,0,,0,,,,0,1,0,43.594468,-83.888865
'232021',2,1,MUSKEGON,GREAT LAKES SPECIALTY HOSPITAL - MUSKEGON,MI,1700 CLINTON STREET 2 SOUTH AND 3 SOUTH FLOORS,2317285800,0,49442,121,31,2317285820,Y,,,0,0,,0,,,,0,1,0,43.234181,-86.248392
'232023',2,1,MOUNT CLEMENS,SELECT SPECIALTY HOSPITAL-MACOMB COUNTY,MI,215 NORTH AVE SUITE 200,5863079000,0,48043,99,36,5863079001,Y,,,0,0,,0,,,,0,2,0,42.597256,-82.877975
'232024',2,1,YPSILANTI,SELECT SPECIALTY HOSPITAL-ANN ARBOR,MI,5301 E HURON RIVER DR 7TH FL,7347120500,0,48197,161,36,7347120505,Y,,,0,0,,0,,,,0,1,0,42.24115,-83.612994
'232026',2,1,GRAND RAPIDS,GREAT LAKES SPECIALTY HOSPITAL - GRAND RAPIDS,MI,200 SE JEFFERSON 5TH FLOOR,2316726202,0,49503,81,20,2316726358,Y,,,0,0,,0,,,,0,2,0,42.96336,-85.668086
'232027',2,1,DETROIT,KINDRED HOSPITAL DETROIT,MI,4777 E OUTER DRIVE,3133695800,0,48234,163,77,3133695876,Y,,,0,0,,0,,,,0,1,0,42.442138,-83.019793
'232029',2,1,GRAND RAPIDS,SPECTRUM HEALTH KENT COMMUNITY CAMPUS,MI,750 FULLER AVE NE,6164862453,0,49503,81,146,6164862555,Y,,,0,0,,0,,,,0,2,0,42.973663,-85.63977
'232030',2,1,PONTIAC,SELECT SPECIALTY HOSPITAL-PONTIAC,MI,44405 WOODWARD AVENUE 8TH FLOOR,2484525200,0,48341,125,30,2484525201,Y,,,0,0,,0,,,,0,1,0,42.638922,-83.291047
'232031',2,1,WYANDOTTE,SELECT SPECIALTY HOSPITAL-WYANDOTTE LLC,MI,2333 BIDDLE AVENUE 8TH FLOOR,3133757075,0,48192,163,40,3133757120,Y,,,0,0,,0,,,,0,3,0,42.200662,-83.151016
'232032',2,1,DETROIT,SELECT SPECIALTY HOSPITAL-NORTHWEST DETROIT,MI,6071 WEST OUTER DRIVE 7TH FLOOR,3139663939,0,48235,163,36,3139666137,Y,,,2,2,,0,,,,2,1,0,42.348664,-83.056737
'232033',2,1,SAGINAW,SELECT SPECIALTY HOSPITAL-SAGINAW,MI,1447 NORTH HARRISON 7TH & 8TH FLOOR,9895834667,0,48602,145,32,9895834895,Y,,,2,2,,0,,,,2,1,0,43.420039,-83.949036
'232034',2,1,PLAINWELL,BORGESS PIPP HOSPITAL,MI,411 NAOMI STREET,2696850700,0,49080,5,43,2696850800,Y,,,3,0,,0,,,,0,1,0,42.446954,-85.653941
'232035',2,1,BATTLE CREEK,SELECT SPECIALTY HOSPITAL- BATTLE CREEK,MI,300 NORTH AVENUE 6TH FLOOR,2692454675,0,49016,25,25,2692454676,Y,,,0,0,,0,,,,0,1,0,42.319255,-85.182427
'232036',2,1,JACKSON,CARELINK OF JACKSON A COMMUNITY-OWNED SPECIALTY H,MI,110 N ELM AVENUE,5177964426,0,49202,75,64,5177872480,Y,,,0,0,,0,,,,0,2,0,42.281291,-84.384358
'232037',2,1,LANSING,SPARROW SPECIALTY HOSPITAL,MI,1215 E MICHIGAN AVE 8W SPARROW HOSPITAL TOWER,5173646800,0,48912,65,36,5173646874,Y,,,2,0,,0,,,,0,0,0,42.733771,-84.55538
'232038',2,1,GROSSE POINTE,SELECT SPECIALTY HOSPITAL-GROSSE POINTE,MI,468 CADIEUX RD 3 NORTHEAST,3136402220,0,48230,163,30,3136402269,Y,,,2,0,,0,,,,0,1,0,42.386149,-82.911859
'232039',2,1,PONTIAC,PIONEER SPECIALTY HOSPITAL,MI,50 NORTH PERRY,2485931990,0,48342,125,30,,Y,,,0,0,,0,,,,0,3,0,42.638922,-83.291047
'233025',5,1,BATTLE CREEK,SOUTHWEST REGIONAL REHABILITATION CENTER,MI,393 E ROOSEVELT AVENUE,2699653206,0,49017,25,30,2694414147,Y,,,0,0,,0,,,,0,2,0,42.339369,-85.178128
'233026',5,1,GRAND RAPIDS,MARY FREE BED HOSPITAL & REHABILITATION CENTER,MI,235 WEALTHY SE,6162420300,0,49503,81,80,6164543939,Y,,,0,0,,0,,,,3,2,0,42.96336,-85.668086
'233027',5,1,DETROIT,REHABILITATION INSTITUTE OF MICHIGAN,MI,261 MACK BLVD,3137459710,0,48201,163,94,3137452376,Y,,,2,0,,0,,,,0,2,0,42.348664,-83.056737
'233300',6,1,DETROIT,CHILDREN'S HOSPITAL OF MICHIGAN,MI,3901 BEAUBIEN,3137455437,0,48201,163,228,3139930389,Y,,,1,1,,2,,,,1,1,1,42.351743,-83.053884
'234006',4,1,GRAND RAPIDS,PINE REST CHRISTIAN MENTAL HEALTH SERVICES,MI,300 - 68TH STREET SE,6164555000,0,49548,81,118,,Y,,,0,0,,0,,,,0,0,0,42.96336,-85.668086
